market_data_current_price_usd,market_data_ath_usd,market_data_high_24h_usd,market_data_total_supply,market_data_circulating_supply
0.00102791,0.161113,0.00102791,84000000.0,65351920.0
0.00091648,0.318662,0.0010042,21000000.0,402643000000000.0
0.072132,43618.0,0.076187,879999999.0,461329999.0
0.034574400000000005,0.10792,0.03691896,4000000000.0,0.0
0.04462826,0.5169699999999999,0.04793868,500000000.0,111986440.65
0.00042552,0.04966078,0.00042552,0,0.0
0.170775,46266.0,0.171782,20000000.0,20000000.0
0.01272318,0.050169,0.01585517,1000000000.0,0.0
0.01173049,0.065106,0.01287679,50000000.0,16300808.0
0.158303,25324.0,0.162759,536306702.0,33043900000000.0
0.55786,698.67,0.55786,10000000.0,0.0
0.0169,0.00021781,8.52e-06,425000000.0,0.0
0.014262100000000002,0.378275,0.01536685,500000000.0,0.0
0.0105,0.00672254,0.0113,990000000000.0,0.0
0.0841,0.092437,0.0844,750256870000.0,0.0
0.081537,0.2316,0.081537,1000000.0,0.0
0.055202999999999995,0.081773,0.057835000000000004,35000000000.0,0.0
0.0839,0.00233262,0.0839,194333997.0,0.0
0.00042048,0.00550836,0.00058729,284000000.0,0.0
0.00175465,0.00175465,0.00175465,5500000.0,0.0
0.00532938,0.723488,0.00642493,1000000000.0,0.0
0.00050652,23.81,0.00576611,36000000.0,0.0
0.152341,43653.0,0.20005799999999999,42000000.0,0.0
0.00244708,0.098562,0.00246873,3000000.0,23725600000000.0
0.04331374,43556.0,0.04398362,130271020.0,802230000000000.0
0.01321871,0.01792702,0.01321871,968000000.0,0.0
0.00109779,0.36093200000000003,0.0014292999999999999,50000000.0,0.0
0.00033692,0.03991299,0.00034102,380000000.0,47000000.0
0.00021198,0.01871471,0.00021198,3300000000.0,0.0
0.01,0.00027515,0.01,500000000.0,0.0
0.0019739000000000002,0.714804,0.00208128,100000000.0,0.0
0.00258084,0.02342818,0.00258084,0,0.0
0.00210634,31809.0,0.00347438,25000000.0,141507000000000.0
0.073671,0.44083199999999995,0.077913,210000000.0,0.0
0.00158931,0.119074,0.00235531,2100000000.0,6694310000000000.0
0.01739883,17593.0,0.01739883,0,0.0
0.0849,0.00570159,0.00066518,7896754783.0,0.0
0.00899773,0.47871,0.00899133,100000000.0,5483610000000000.0
19085.0,59.02,27120.0,25000000.0,0.0
0.00767248,0.03023976,0.00994329,20000000000.0,0.0
5.45e-05,0.00520703,0.0571,10000000000.0,4973400000000000.0
0.068552,11628.0,0.069631,465934587.0,345027193.0
0.275258,0.478604,0.291346,1000000000.0,0.0
0.054986,0.283794,0.058321000000000005,1200000000.0,0.0
0.0613,0.00024397,0.0613,10000000000.0,0.0
0.00017717,0.070605,0.00017717,74700000000.0,0.0
0.00027665,0.00071757,0.00027665,5000000000.0,0.0
0.00782707,0.01823848,0.00782707,10000000000.0,0.0
0.0401,0.02785303,0.0401,45000000.0,0.0
0.115327,0.914549,0.132639,3500000000.0,0.0
0.00758152,0.03229076,0.00881912,147792660.0,0.0
0.02434299,31048.0,0.02428838,500000000.0,1722620000000.0
0.01152717,0.086136,0.01152717,1491492558.0,0.0
0.0018268000000000002,0.02209485,0.00198539,1000000000.0,0.0
0.370149,43527.0,0.831751,3000012.0,0.0
0.00380763,0.00758128,0.00380763,12184642.0,0.0
0.00131987,0.7379600000000001,0.00367214,24528000.0,0.0
0.00033756,0.224476,0.00042626,100000000.0,0.0
0.00548948,0.061676999999999996,0.00581339,4000000000.0,675000000.0
0.0197,0.081707,0.0197,3642000.0,0.0
0.000538,0.00134079,0.00056707,100000000000.0,0.0
0.0351,0.09300000000000001,0.0354,8800000000.0,0.0
0.00201423,0.03181667,0.00201423,1000000000.0,0.0
0.0416,0.00012326,0.0335,28710000000.0,0.0
0.00069183,0.04070494,0.00070084,1000000000.0,566935449.05
0.541275,1.0,0.541275,35000228.0,0.0
0.00894592,0.07771,0.00894592,0,0.0
0.184901,20515.0,0.20962199999999998,10000000000.0,414919139.0
182.16,191.72,182.16,10000.0,0.0
0.20935700000000002,22647.0,0.212885,0,0.0
9.95e-06,0.00017453,0.011000000000000001,100000000000.0,0.0
0.00590787,32.47,0.00667805,2399999.0,0.0
0.02423413,11689.0,0.03177746,287604611.0,0.0
26969.0,13.36,43688.0,50000000.0,0.0
0.00231618,0.02017053,0.00272424,1000000000.0,0.0
0.02606729,0.02818142,0.0263003,10000000000.0,0.0
0.02293586,0.32579600000000003,0.02835023,1000000000.0,0.0
0.171334,0.171796,0.171796,10000000000.0,0.0
0.00263067,0.01654922,0.00270508,6000000000.0,360000000.0
0.094378,0.203562,0.097311,10000000000.0,0.0
0.00050962,0.061116,0.00050962,84000000.0,0.0
0.069993,0.080373,0.07021799999999999,5000000000.0,0.0
0.00966793,0.080114,0.01027355,15000000.0,105501000000000.0
1.03e-06,0.0935,1.03e-06,10000000000.0,0.0
0.00457373,0.302273,0.00460923,1500000000.0,1170000000.0
0.00089776,0.615206,0.00089776,10000000000.0,0.0
0.00311789,0.02882594,0,3000000000.0,0.0
0.0414301,40.96,0.0414301,210000000.0,4482550000000000.0
0.00014,0.00023998,0.00016118,10000000000.0,0.0
0.00015256,0.0204833,0.00017773,6250000000.0,3336863624.0
0,0,0,100000000000.0,0
0.00013193,0.02381023,0.00013463,65000000.0,65000000.0
0.00554333,0.01741387,0.00638669,25000000000.0,0.0
0.00050581,0.00232614,0.00054788,10000000000.0,0.0
0.01937972,0.557157,0.01937972,1000000000.0,0.0
0.00924785,19756.0,0.01581036,21000000.0,855513000000000.0
0.00372093,22.22,0.00372093,5000000.0,0.0
0.0983,0.00145138,0.00010651,1046924703.0,701466085.0
0.18625799999999998,0.309283,0.18625799999999998,99000000.0,0.0
0.00042198,0.03025503,0.00108512,922337203685.0,0.0
0.00031001,0.01813154,0.00031001,50000000.0,0.0
0.0822,0.02615579,0.0822,4000000000.0,0.0
0.358599,0.403024,0.361118,210000000.0,0.0
0.0126,0.00076274,0.0128,21000000000.0,0.0
0.00030381,0.00259534,0.00030381,15000000.0,0.0
0.0665,0.00021949,0.0665,2000000000.0,0.0
0.00402187,24959.0,0.00417574,20000000.0,0.0
0.00100589,0.15704,0.00268592,2000000000.0,0.0
0.00010707,0.017111,0,0,0.0
0.0525,0.01249297,0.0525,100000000.0,0.0
0.00093262,0.129419,0.00108856,1666666667.0,611830893.0
0.00437163,0.008601799999999998,0.00455855,7600000000.0,0.0
105.97,162.56,121.33,0,0.0
0.00025857,0.00181048,0.00025857,715933780.0,0.0
0.379914,43132.0,0.384934,34074362.0,318732000000000.0
0.00084293,0.052291,0.00084277,84000000.0,143939000000000.0
17168.0,24047.0,17168.0,500.0,0.0
0.00016876,0.0011937,0.00025152,33333333.0,0.0
0.01934739,0.521161,0.01934739,7672986558.0,0.0
0.07096000000000001,43466.0,0.071775,880000000.0,0.0
0.0001942,0.038844,0.0001942,0,0.0
3.5e-07,0.025957099999999997,3.5e-07,0,0.0
0.00234959,0.01652697,0.00235595,10000000000.0,3996180000000.0
4.09e-05,0.00019477,4.09e-05,30000000.0,0.0
0.01999025,44228.0,0.020430200000000003,20228644.0,9323777.0
0.04051612,34274.0,0.04411175,3100000.0,0.0
0.00244061,0.00532734,0.0024890999999999997,380000000.0,0.0
0.00168891,26299.0,0.00176978,1000000000.0,0.0
0.00050447,0.00299017,0.00059067,600000000.0,0.0
0.0359,0.00032372,0.0359,0,0.0
0.00456714,0.329586,0.00483468,676989090.0,451693686.0
0.00335964,0.618305,0.00347827,242817675.0,49188440.0
0.00053277,0.016018200000000003,0.00058413,9520000000.0,3751200000000000.0
0.00043009,0.251704,0.00043788,250000000.0,175006000000000.0
0.00835707,0.878761,0.0085116,1000000000.0,0.0
0.00018566,0.00131653,0.00020924,21000000000.0,5585542384.0
0.03160412,36220.0,0.03202803,246203093.0,1.08581e+16
0.00542503,0.01546766,0.00226049,5000000000.0,0.0
0.00454006,29646.0,0.00630717,25000000.0,924647000000000.0
0.908967,21.94,0.908967,803179.0,0.0
0.00967829,29983.0,0.00969203,42000000.0,19015900000000.0
0.01990981,23377.0,0.04278896,42000000.0,249219000000000.0
0.0372,0.6302369999999999,0.0372,30000000.0,0.0
0.726258,43504.0,0.729288,39609523.0,3.16134e+16
0.02228526,32143.0,0.03056383,0,0.0
0.0144,0.00019366,0.0203,4665366360.0,2468286656.0
0.00149077,0.00241423,0.00163291,1000000000.0,0.0
0.01014663,0.144902,0.01026417,25000000.0,20100226.4
0.287945,43466.0,0.288445,20000000.0,0.0
0.00047761,0.02936496,0.00058706,514000000.0,467926000.0
0.01215327,43658.0,0.01905494,8708821.0,3.93961e+16
0.47565,13.15,0.47565,9525397.0,0.0
0.513162,18780.0,0.533373,31000000.0,0.0
2.09e-06,0.00186125,2.09e-06,7042613083.0,7042613083.0
0.00286553,16224.0,0.00332496,60000000.0,261286000000000.0
0.00102815,0.0028447,0.00134789,5158308000.0,0.0
0.053047000000000004,43557.0,0.053574000000000004,998999495.0,998999495.0
0.04558662,0.093675,0.093675,100000000.0,0.0
0.00151367,0.115672,0.00192828,60000000.0,164321000000000.0
0.01764155,0.025713299999999998,0.01766429,100000000.0,0.0
0.00175646,0.938285,0.00189591,64000000.0,123427000000000.0
0,0,0,22500000.0,0
9.51e-06,0.00534645,9.51e-06,0,0.0
0.00019045,0.00403846,0.00019045,0,0.0
0.00169779,0.03987654,0.00193283,0,11153236.0
0.00117977,0.04763331,0.00126368,545399000.0,147879120.0
0.175238,44835.0,0.17563,0,142757860.0
0.896459,0.903833,0.902225,1000000000.0,0.0
0.0003621,0.23269099999999998,0.0003621,2700000.0,0.0
0.0035205999999999996,0.23973699999999998,0.00363136,40000000.0,0.0
0.03765466,0.04064524,0.03765466,0,0.0
3e-08,0.012,3e-08,15000000000.0,0.0
0.00941446,0.075762,0.01051093,1400000000.0,0.0
0.00474764,0.20708200000000002,0.00474764,1000000000.0,0.0
0.03377119,0.084925,0.03736652,50000000.0,763656000000000.0
0.00082967,0.00200847,0.00082967,3000000000.0,0.0
0.0291,0.04672715,0.0357,1000000000.0,0.0
0.086367,0.122445,0.086367,3500000000.0,0.0
0.00029259,0.118934,0.00029259,500000000.0,0.0
0.04703153,0.10615799999999999,0.04819236,1000000000.0,0.0
0.02347988,0.04193341,0.0239946,2100000000.0,0.0
0.03723603,0.378367,0.01663475,120000000.0,0.0
0.0015134,0.03140212,0.0018331,0,11572773.0
0.00378208,0.01508307,0.0037927,1200000000.0,0.0
0.050212,24108.0,0.053739999999999996,0,121049756.0
0.00245892,0.122973,0.00264018,25000000000.0,0.0
0.01181346,0.03056874,0.01853204,1000000.0,0.0
15342.0,22282.0,16803.0,1000000000.0,0.0
0.00085228,0.00890022,0.00166306,500000000.0,500000000.0
0.01079223,0.100594,0.01079223,130000000.0,0.0
0.00068764,0.165683,0.00068764,1000000000.0,0.0
0.315872,13023.23,0.316979,6999999.0,0.0
0.00013723,0.00768176,0.00019887,342015750.0,1232140000000.0
43497.0,43525.0,43497.0,60000000.0,0.0
0.00051602,0.071,0,62682501.0,0.0
0.00227522,0.195719,0.00831353,100000000.0,29314900000000.0
65.41,240.2,65.41,750.0,0.0
0.0384,0.00090687,0.0384,20000000000.0,0.0
0.01803785,30713.0,0.021787900000000002,54175040.0,30291702.0
6.64e-06,0.0619,6.67e-06,21000000000.0,0.0
0.00985601,0.061977,0.01032256,875000000.0,0.0
0.00811535,0.03597398,0.00870056,10000000000.0,0.0
0.00016874,0.00030072,0.00017113,0,0.0
0.0993,0.07061100000000001,0.0993,10000000000.0,27307100000000.0
0.073292,9.0,0.073292,10000000000.0,0.0
0.00429164,0.284875,0.00429164,100000000.0,0.0
0.01824922,18629.0,0.04677948,210000000.0,8653570000000000.0
0.07518899999999999,0.362144,0.085674,100000000.0,0.0
0.00020206,0.04941972,0.00038132,1000000000.0,0.0
0.02092872,0.09814500000000001,0.02092872,1000000000.0,0.0
0.00094332,0.02781913,0.00099653,1000000000.0,0.0
0,0,0,150000000.0,0
0.00150923,0.03480444,0.00150923,200000000.0,0.0
0.6745760000000001,0.7419939999999999,0.677895,1000000.0,0.0
0.19975199999999999,0.200025,0.19975199999999999,250000000.0,0.0
21398.0,341.85,34547.0,11000000.0,11000000.0
0.0243,0.12177,0.0259,144233131.0,0.0
0.00696892,0.06104400000000001,0.00742736,10000000000.0,4345218905.0
0.01524147,96.81,0.03092174,21000000.0,18167900000000.0
0.013857499999999998,0.409674,0.01407201,1000000000.0,4585410000000000.0
0.00563409,0.134246,0.01205319,7000000000.0,0.0
0.02338293,13881.0,0.02338293,100000000.0,0.0
0.00287767,0.00585649,0.00346352,1000000000.0,0.0
0.00118046,0.01455555,0.00269284,84000000.0,0.0
0.01793935,0.354983,0.01793935,90000000.0,0.0
0.00010071,0.098977,0.00010071,100000000.0,95299999.0
0.00407182,0.8220569999999999,0.00407182,220466789.0,89860311.0
0.00145433,0.44937,0.00169082,300000000.0,1125430000000.0
0.113045,43562.0,0.126774,10000000.0,8100000000000000.0
8.51e-06,0.004247,8.51e-06,0,0.0
0.00143308,16193.0,0.0016595,420000000.0,0.0
0.00248983,0.0473603,0.00259512,1000000000.0,0.0
0.0882,0.00018642,0.0882,4800000000.0,0.0
0.00330133,0.496134,0.00330133,290000000.0,0.0
0.0165,0.09260399999999999,0.0165,380000000.0,0.0
0.00548929,0.086578,0.00571683,350000000.0,285000000.0
0.00025625,0.147912,0.00025034,0,0.0
0.0841,14977.0,0.00019308,2362563.0,0.0
0.061377,0.085595,0.071049,30000000.0,0.0
3.16e-05,0.0001972,0.0328,1500000000.0,0.0
0.00210443,0.841599,0.00210443,30000000.0,0.0
0.614001,16438.0,0.630931,19822337.0,1.62829e+16
0.00210178,0.01092567,0.00233239,18446744.0,0.0
0.00318506,0.00447578,0.00338314,10000000000.0,0.0
0.00041987,0.04294211,0.00044414,109140451295.0,75351100000000.0
5.02e-06,0.078,0.01,10000000000.0,0.0
0.00059208,0.00506923,0.00078382,10000000000.0,4500000000.0
0.0457,0.00295988,0.0546,50000000000.0,30500000100.0
0.334426,17288.0,0.34065500000000004,2200000000.0,0.0
4.99e-06,7.759999999999999e-05,4.99e-06,21000000000.0,608136000000000.0
33239.0,18.49,43467.0,580000000.0,0.0
0.00126205,0.00194437,0.00129217,0,9500000000000.0
0.057034,0.211979,0.07360499999999999,984145.0,0.0
0.0742,0.00051086,0.0825,21000000000.0,0.0
0.00570672,0.04853238,0.00614355,1000000000.0,0.0
30376.0,16.93,30376.0,55000000.0,0.0
0.00016889,0.00090386,0.00016961,35000000.0,0.0
0.128424,0.338291,0.128424,21000000.0,0.0
0.04394489,24532.0,0.04654363,6812551.0,6812551.0
0.126677,0.173532,0.133472,100000000000.0,3645130000000000.0
0.0286,0.00571418,0.0297,20000000000.0,1792650000000000.0
0.339281,26573.0,0.33920500000000003,75783855.0,6975040000000000.0
0.512073,0.9243600000000001,0.5241819999999999,100000000.0,15662706.49
0.00636163,0.074942,0.00636163,21000000.0,153780000000000.0
0.00042328,43497.0,0.00051393,2100000.0,0.0
1.61e-06,0.03178811,2.29e-06,1000000000.0,0.0
0.00010158,0.00437404,0.00010158,75000000.0,0.0
0.00037111,0.00686835,0.00037111,0,0.0
0.77091,0.77091,0.77091,10000000000.0,0.0
0.24239499999999997,43558.0,0.27666399999999997,4000000.0,0.0
0.164736,0.9595049999999999,0.165262,1500000000.0,1341000000000000.0
1.05e-06,0.00531805,1.05e-06,50000000.0,0.0
0.00681911,44927.0,0.00784557,10000000.0,505253000000000.0
1.23e-06,0.0927,1.23e-06,0,0.0
1.01e-05,0.00756135,1.01e-05,200000000.0,0.0
0.751985,16834.0,0.748501,199999999.0,0.0
5.9e-07,0.0971,5.9e-07,56097101393.0,0.0
30042.0,28611.0,30042.0,10000000.0,0.0
0.00940866,0.00980235,0.00945835,439165535.0,0.0
36281.0,30468.0,43622.0,0,0.0
0.01777659,0.056177,0.01777659,40835042.0,0.0
0.0013729,0.00342928,0.00146318,2000000000.0,0.0
0.01501022,0.10132000000000001,0.01572443,1000000000.0,0.0
0.00013446,0.00326711,0.00013446,0,0.0
0.011437200000000002,0.174713,0.01145162,4101832.0,102803000000000.0
0.915624,43534.0,0.9488,262800000.0,37516720.0
0.00042197,0.04238256,0.00042197,50000000000.0,0.0
0.051336,0.375473,0.055202999999999995,7000000000.0,0.0
0.0004708,0.00821723,0.00048524,10000000000.0,4e+16
0.503659,26.25,0.501672,0,0.0
0.00252974,0.00416297,0.00262487,10000000000.0,0.0
0.00766096,0.04860501,0.00886499,500000000.0,200660000000000.0
0.059454999999999994,45689.0,0,82000000.0,0.0
0.00043518,0.206623,0.00041870000000000004,500000000.0,2.34746e+16
0.01200545,0.113699,0.01200545,0,0.0
0.0086,0.578652,0.00875866,45948625.0,0.0
0.05947,0.23057600000000003,0.059976999999999996,1500000000.0,0.0
0.149518,0.20816700000000002,0.149518,0,0.0
0.00151568,0.00183021,0.00151568,1000000000.0,0.0
0.00058081,0.02539956,0.00058081,200000000.0,0.0
0.00184971,45383.0,0,60793471.0,0.0
0.01974379,0.10132200000000001,0.01974379,500000000.0,0.0
0.00048887,0.00097051,0.00049773,10000000000.0,0.0
0.01322701,0.34713,0.01322701,6000000.0,0.0
1.68e-06,0.0815,1.68e-06,20000000000.0,0.0
0.0604,0.368672,9.81e-05,144000000.0,0.0
0.00033158,0.00042131,0.00037171,1000000000.0,0.0
0.00462013,0.024019299999999997,0.00462013,10000000000.0,0.0
0.00044095,0.0093266,0.00044699999999999997,0,87022000000000.0
0.00174893,0.00200399,0.0017692,10000000000.0,0.0
0.00080825,0.01327607,0.00089234,8800000000.0,0.0
0.01580695,0.089895,0.01636921,10000000.0,0.0
0.00056735,0.01148099,0.00062032,1000000000.0,4.98183e+16
0.0033889000000000002,0.532377,0,21000000.0,0.0
0.0782,0.0173204,0.0782,10000000000.0,0.0
0.01746099,0.23662399999999997,0.02495575,1000000000.0,0.0
0.00051425,0.03784769,0.00078881,0,0.0
0.00075538,0.109654,0.00077959,200585763.0,160154608.0
0.00283513,0.01281104,0.00292953,1000000000.0,0.0
0.0065608,0.376089,0.0065608,2222307.0,690235000000000.0
0.00084133,0.617394,0.00092851,21000000.0,0.0
4e-08,3.89e-06,4e-08,100000000000.0,99999998999.0
43500.0,30773.0,43500.0,21000000.0,0.0
0.00681957,0.277385,0.00699114,1000000000.0,467120000.0
1.33e-06,0.0649,1.33e-06,16000000000.0,0.0
0.00141014,0.00954309,0.00145658,10000000000.0,988070394.0
0.00254804,0.079721,0.00258176,12000000.0,0.0
0.00095156,0.00169752,0.00095156,1000000000.0,0.0
43709.0,42036.0,43770.0,100000000.0,0.0
0.149055,0.6955180000000001,0.196856,1000000000.0,0.0
342.66,458.47,342.66,4030.0,0.0
0.145257,28126.0,0.153551,267941449.0,114399166.0
0.02701748,0.03774066,0.02701748,1000000000.0,0.0
36220.0,19626.59,36220.0,16001600.0,0.0
0.01350314,0.0194209,0.01350314,21000000.0,0.0
0.15996,0.190498,0.17011199999999999,10000000000.0,0.0
0.00023215,0.057136,0.00029116,10000000000.0,0.0
0.00085556,0.02350952,0.00087087,1999751794.0,364751794.0
0.01284867,0.15645799999999999,0.013775799999999998,1000000000.0,0.0
0.089757,0.147815,0.09111,1000000000.0,0.0
0.00387,0.01413506,0.00417833,2000000000.0,0.0
0.01021883,44562.0,0.01021883,3315269.0,3315269.0
102017.0,5165887.0,102017.0,10.0,0.0
45292.0,46388.0,45658.0,700001.0,700001.0
0.99918,43466.0,43466.0,16691767.0,0.0
0.001099,0.00549209,0.001099,68000000.0,0.0
0.00126897,0.338865,0.00126897,2000000000.0,0.0
0.00026147,0.00115376,0.00028183,10000000000.0,0.0
9.12e-06,0.00027427,9.12e-06,1000000000.0,0.0
0.0326,0.00144236,0.0334,700000000.0,2.36244e+16
0.00033504,0.09587799999999999,0.00031099,1000000000.0,0.0
0.00967627,0.329067,0.00967627,0,0.0
0.00516317,0.284461,0.005200100000000001,0,746766000000000.0
0.00176983,0.02677659,0.00209484,580263158.0,1.60264e+16
0.060190999999999995,34547.0,0.060744000000000006,0,15278110.0
170082.0,1570580.0,170082.0,0,1009.0
0.23633,43591.0,0.605911,600000000.0,0.0
0.0639,0.078329,0.0639,30000000.0,399634000000000.0
43467.0,192.36,43557.0,9700.0,42812996465.0
0.0498,0.00080101,0.0498,20211400.0,0.0
0.00213822,0.358417,0.00224878,0,102503000000000.0
0.00010585,0.06832300000000001,0.00010585,200000000.0,0.0
0.00067512,0.021712099999999998,0.0007599999999999999,0,0.0
0.185117,0.224158,0.18620799999999998,750000000.0,0.0
0.00378733,297.15,0.00549867,50000000.0,0.0
7590.08,22241.0,7590.08,0,45.0
0.0372,0.0733,0.0372,3600000000.0,0.0
0.06439500000000001,0.15301800000000002,0.084742,452225360.0,0.0
0.054838,0.21593800000000002,0.067363,1575000000.0,0.0
0.02414694,0.155447,0.03500921,100000000.0,0.0
0.07243,0.808254,0.0759,2970135500.0,0.0
0.00033705,0.716813,0.00038951,21000000.0,11478500000000.0
0.00040668,0.324575,0.00040709,2000000000.0,0.0
0.00156185,42370.0,0.00160326,200000000.0,309636000000000.0
0.01041044,0.082248,0.01267333,10000000000.0,0.0
0.13951,43525.0,0.140376,100000000000.0,41232009.0
0.00284203,22647.0,0.00331694,100000000.0,7000000.0
0.00211322,225.74,0.00244491,100000000.0,0.0
0.9063549999999999,36.05,0.953564,21000000.0,0.0
0.00060076,0.018975,0.00060076,21000000000.0,1331667295.0
0.00054336,0.02377392,0.00054336,21000000.0,0.0
0.00041027,0.073612,0.00050124,210000000.0,0.0
0.056804999999999994,350.34,0.057334,21000000.0,0.0
8413.69,13890.18,8614.47,9001.0,0.0
1.7e-07,2.41e-06,1.7e-07,30000000000.0,2861730000000.0
1e-08,0.0405,1e-08,40000000000.0,0.0
3e-06,0.00090295,3.01e-06,21000000000.0,0.0
8.92e-06,0.00689909,8.92e-06,1000000000.0,0.0
224.75,3785.82,231.39,21000000.0,180241000000000.0
37.38,46008.0,52.66,21000000.0,0.0
0.0009749,0.06393099999999999,0.0009749,2539028.0,0.0
85.34,252.09,88.94,21000000.0,180210000000000.0
0.00442383,0.02488334,0.00442383,21000000.0,0.0
0.00738641,0.02120931,0.00844781,21000000.0,0.0
0.00025241,0.00389949,0.00025350000000000004,9600000000.0,736780000000000.0
0.00368516,0.01634711,0.00368516,70000000.0,0.0
0.0838,0.00191414,0.0866,1950000000.0,0.0
0.083372,0.9513780000000001,0.084061,9999999.0,0.0
0.46349300000000004,147.18,0.492903,210000000.0,188157000000000.0
0.00143518,0.351926,0.00151306,7738935.0,20374000000000.0
0.00071932,0.03280942,0.00295032,21050000000.0,0.0
0.00028077,0.049931800000000005,0.00028077,21000000.0,0.0
0.00020168,0.414249,0.00023803,21000000.0,0.0
0.229169,66.76,0.231863,21000000.0,0.0
27576.0,456.25,43563.0,21000000.0,17513924.0
0.133271,43596.0,0.140252,21000000.0,981467000000000.0
23774.0,50.25,24504.0,21000000.0,0.0
0.01707091,0.6956939999999999,0.0249693,0,111323000000000.0
0.00279338,0.11979100000000001,0.00279338,0,134937538.0
0.03579981,43474.0,0.0439057,22300000.0,0.0
0.0003833,0.00816285,0.00189425,21000000.0,6399900.0
